total_rows,rows_updated,rows_created,errors,date,day_of_week,axis_label
22262,16661,5601,10,,,
24138,16433,7705,6,,,
29844,372,29472,16,,,
27109,544,26565,13,,,
29301,24133,5168,13,,,
36413,14681,21732,23,,,
29676,652,29024,10,,,
29588,18718,10870,11,,,
27506,968,26538,6,,,
28095,6410,21685,14,,,
27620,24356,3264,11,,,
27909,11033,16876,11,,,
27333,5238,22095,21,,,
28950,6925,22025,11,,,
33272,20413,12859,10,,,
35798,19352,16446,12,,,
27218,15310,11908,10,,,
31768,11409,20359,9,,,
31308,21633,9675,17,,,
27193,7570,19623,8,,,
32986,7579,25407,10,,,
31891,19700,12191,12,,,
29754,5573,24181,7,,,
30053,17199,12854,31,,,
25746,3186,22560,19,,,
33658,32541,1117,11,,,
39733,36593,3140,17,,,
29383,20743,8640,16,,,
35530,8426,27104,24,,,
29886,9212,20674,11,,,
31694,13815,17879,12,,,
27237,20262,6975,6,,,
39457,30202,9255,10,,,
25401,10397,15004,5,,,
35601,5786,29815,11,,,
34748,20103,14645,26,,,
29999,10222,19777,19,,,
29807,20199,9608,15,,,
29224,16079,13145,9,,,
31156,12167,18989,12,,,
30929,9179,21750,12,,,
33564,8046,25518,9,,,
29371,28406,965,10,,,
27339,2875,24464,22,,,
29838,24595,5243,14,,,
29884,22731,7153,10,,,
31060,25183,5877,12,,,
27481,4509,22972,16,,,
29733,2246,27487,9,,,
33553,21517,12036,8,,,
31668,14135,17533,16,,,
30100,15889,14211,10,,,
23775,10362,13413,29,,,
23528,4228,19300,18,,,
37341,26135,11206,22,,,
29078,18869,10209,18,,,
28168,14974,13194,9,,,
27243,7494,19749,16,,,
27548,11923,15625,19,,,
27080,26435,645,13,,,
29885,11821,18064,11,,,
36096,35022,1074,10,,,
34021,245,33776,19,,,
25934,2894,23040,17,,,
29840,26918,2922,24,,,
29886,3498,26388,11,,,
31273,13646,17627,9,,,
27460,21302,6158,22,,,
21699,12756,8943,9,,,
31692,3094,28598,19,,,
32006,3380,28626,10,,,
27630,15164,12466,10,,,
27919,10293,17626,15,,,
30920,25233,5687,11,,,
30033,7072,22961,9,,,
32063,16155,15908,16,,,
34253,9897,24356,16,,,
32067,20234,11833,17,,,
25518,4066,21452,19,,,
26146,24205,1941,10,,,
25652,900,24752,24,,,
40774,32561,8213,19,,,
30849,13379,17470,17,,,
31953,10137,21816,14,,,
29683,2538,27145,10,,,
29363,5355,24008,12,,,
23840,9911,13929,24,,,
27647,11882,15765,17,,,
25379,3405,21974,17,,,
29153,9738,19415,11,,,
33602,6315,27287,9,,,
29960,11008,18952,10,,,
29630,20272,9358,17,,,
29858,14401,15457,19,,,
29919,14297,15622,12,,,
25994,15470,10524,14,,,
35779,994,34785,12,,,
27288,12288,15000,17,,,
35499,19291,16208,13,,,
27680,25746,1934,11,,,
31587,22362,9225,6,,,
31237,11102,20135,11,,,
35646,11414,24232,19,,,
25291,4242,21049,11,,,
22071,17517,4554,32,,,
25157,4823,20334,15,,,
19754,2048,17706,10,,,
21967,17606,4361,3,,,
39418,5221,34197,4,,,
25617,10583,15034,16,,,
29607,24826,4781,15,,,
29817,10175,19642,16,,,
33407,11993,21414,13,,,
25656,6930,18726,17,,,
29748,25670,4078,5,,,
29886,21023,8863,14,,,
23232,20027,3205,16,,,
35599,13335,22264,26,,,
33634,27516,6118,9,,,
29721,3292,26429,14,,,
35828,8520,27308,11,,,
27818,8474,19344,14,,,
29046,19724,9322,13,,,
32244,11237,21007,5,,,
29522,9698,19824,12,,,
25753,18904,6849,22,,,
29412,20200,9212,12,,,
33461,11042,22419,14,,,
25027,23772,1255,6,,,
27901,1144,26757,14,,,
29615,6178,23437,15,,,
31440,23614,7826,6,,,
29493,20083,9410,10,,,
29689,24575,5114,15,,,
27923,23130,4793,26,,,
29343,27720,1623,19,,,
25675,13350,12325,12,,,
31630,25215,6415,22,,,
25892,17123,8769,12,,,
27273,5264,22009,4,,,
26585,15053,11532,18,,,
27545,21955,5590,16,,,
28185,22779,5406,7,,,
19309,13298,6011,19,,,
26453,6691,19762,22,,,
23366,14424,8942,7,,,
34760,7926,26834,10,,,
25745,13707,12038,7,,,
35347,1375,33972,7,,,
25805,22442,3363,12,,,
32365,28914,3451,10,,,
21432,12923,8509,18,,,
27778,4354,23424,6,,,
21412,11855,9557,9,,,
33790,29784,4006,21,,,
25562,11505,14057,7,,,
31254,12415,18839,21,,,
35610,20229,15381,8,,,
35491,11290,24201,9,,,
36095,2719,33376,10,,,
23159,8592,14567,15,,,
35526,31281,4245,14,,,
25360,17292,8068,20,,,
29260,26501,2759,17,,,
35823,24806,11017,16,,,
35873,7859,28014,15,,,
31375,14491,16884,7,,,
29874,23538,6336,7,,,
27664,7580,20084,8,,,
26282,20547,5735,23,,,
28886,20210,8676,21,,,
25323,15080,10243,13,,,
33576,12147,21429,15,,,
31170,14363,16807,19,,,
31214,379,30835,11,,,
35711,32198,3513,8,,,
32082,19361,12721,13,,,
31679,30669,1010,8,,,
23571,14420,9151,28,,,
25960,14736,11224,9,,,
29526,12289,17237,26,,,
27569,15391,12178,9,,,
27432,8151,19281,11,,,
29302,3556,25746,12,,,
19794,13321,6473,16,,,
25419,12797,12622,17,,,
23413,5266,18147,14,,,
28912,9248,19664,10,,,
31624,22191,9433,9,,,
27334,24780,2554,14,,,
27673,24591,3082,21,,,
35386,21708,13678,11,,,
23878,3817,20061,6,,,
32327,31055,1272,12,,,
33926,16244,17682,23,,,
27438,8044,19394,18,,,
27581,3908,23673,10,,,
31936,10563,21373,16,,,
29329,18777,10552,16,,,
33066,29373,3693,9,,,
27199,25581,1618,9,,,
37743,35852,1891,10,,,
30073,10043,20030,18,,,
23527,17959,5568,12,,,
33864,9043,24821,17,,,
25813,22536,3277,15,,,
28225,23763,4462,10,,,
29454,12150,17304,13,,,
33899,30593,3306,15,,,
37901,31298,6603,9,,,
32692,15638,17054,13,,,
30199,4645,25554,10,,,
25268,11145,14123,8,,,
29726,8848,20878,6,,,
29428,6858,22570,14,,,
31173,372,30801,14,,,
21958,3904,18054,14,,,
29309,8292,21017,9,,,
29873,3032,26841,11,,,
25680,25107,573,10,,,
27629,16925,10704,13,,,
23840,13901,9939,26,,,
27737,21842,5895,12,,,
28914,9634,19280,18,,,
34310,24601,9709,11,,,
29290,12297,16993,15,,,
28402,24384,4018,21,,,
35427,664,34763,20,,,
25493,5774,19719,14,,,
27272,11397,15875,19,,,
25781,5440,20341,12,,,
31591,6820,24771,10,,,
31104,28744,2360,10,,,
25267,3623,21644,9,,,
35506,18000,17506,21,,,
25131,13401,11730,9,,,
27951,18928,9023,8,,,
35288,7253,28035,8,,,
32908,8802,24106,10,,,
35656,8819,26837,14,,,
32035,9507,22528,14,,,
28964,4577,24387,12,,,
31606,4896,26710,20,,,
29372,6150,23222,6,,,
29915,18199,11716,11,,,
25618,4038,21580,13,,,
29303,9018,20285,17,,,
29276,25918,3358,9,,,
23313,15804,7509,19,,,
31658,14182,17476,15,,,
26995,8696,18299,11,,,
34217,3789,30428,17,,,
25639,19589,6050,14,,,
31672,13376,18296,20,,,
26213,8216,17997,8,,,
29823,7184,22639,20,,,
33926,22922,11004,13,,,
21148,5048,16100,21,,,
25313,8479,16834,12,,,
27417,19272,8145,17,,,
25790,988,24802,16,,,
29369,987,28382,11,,,
27600,26216,1384,15,,,
33076,27268,5808,19,,,
33521,15508,18013,7,,,
30119,29050,1069,20,,,
29277,28964,313,14,,,
24438,16238,8200,20,,,
31333,29222,2111,15,,,
27124,4598,22526,11,,,
31912,16194,15718,7,,,
30891,15802,15089,7,,,
35560,19391,16169,15,,,
29892,28346,1546,10,,,
27360,24174,3186,16,,,
31765,19090,12675,12,,,
32043,13546,18497,19,,,
33043,15814,17229,11,,,
33205,19982,13223,6,,,
25191,18314,6877,17,,,
31296,14310,16986,4,,,
28150,10510,17640,9,,,
29807,27484,2323,12,,,
34843,29045,5798,5,,,
25857,629,25228,15,,,
27410,9637,17773,14,,,
24945,17890,7055,6,,,
31623,10356,21267,20,,,
27139,5317,21822,16,,,
29611,5615,23996,19,,,
27546,22754,4792,15,,,
31550,11453,20097,17,,,
37956,32721,5235,14,,,
36025,22487,13538,15,,,
32893,12311,20582,12,,,
31289,25728,5561,17,,,
22159,18378,3781,8,,,
29665,16585,13080,12,,,
25260,12383,12877,10,,,
33231,32942,289,15,,,
31355,3566,27789,8,,,
37680,23870,13810,18,,,
29555,6800,22755,11,,,
27997,18066,9931,15,,,
27688,3044,24644,5,,,
33495,11231,22264,20,,,
31684,20769,10915,18,,,
35096,25950,9146,11,,,
29858,16017,13841,14,,,
28118,19140,8978,18,,,
29764,10391,19373,10,,,
26320,6151,20169,9,,,
27623,21761,5862,12,,,
21379,31,21348,10,,,
23934,23102,832,9,,,
27799,5528,22271,17,,,
29219,16369,12850,15,,,
31565,29579,1986,17,,,
35610,26704,8906,17,,,
29552,12052,17500,12,,,
34843,11671,23172,14,,,
37087,28876,8211,10,,,
27878,11800,16078,15,,,
33216,5303,27913,12,,,
33571,30735,2836,10,,,
31781,6055,25726,18,,,
28660,3647,25013,12,,,
29144,20308,8836,13,,,
31617,26173,5444,7,,,
30293,7197,23096,11,,,
31618,12372,19246,25,,,
23555,21283,2272,6,,,
27624,2256,25368,16,,,
25699,6909,18790,20,,,
26061,9505,16556,16,,,
34873,2171,32702,17,,,
33417,9318,24099,14,,,
33772,32984,788,23,,,
31599,15373,16226,13,,,
25213,5026,20187,16,,,
37225,3394,33831,5,,,
29604,6807,22797,8,,,
28826,27278,1548,12,,,
29390,18100,11290,4,,,
27855,8691,19164,9,,,
31740,20073,11667,12,,,
37670,2625,35045,15,,,
33906,2926,30980,8,,,
30918,2600,28318,16,,,
29802,12444,17358,10,,,
29506,14998,14508,16,,,
23826,6300,17526,6,,,
31644,19419,12225,14,,,
29274,26384,2890,19,,,
33844,2951,30893,20,,,
23805,18,23787,9,,,
31833,8227,23606,16,,,
31166,7803,23363,6,,,
25318,13143,12175,17,,,
32609,32080,529,11,,,
31777,27206,4571,15,,,
22390,8428,13962,16,,,
29763,11401,18362,17,,,
32119,24871,7248,30,,,
27415,9273,18142,9,,,
29882,9391,20491,6,,,
22098,2275,19823,20,,,
33964,29182,4782,5,,,
24332,13277,11055,8,,,
31691,9070,22621,17,,,
27891,8356,19535,11,,,
35479,7937,27542,16,,,
33921,28338,5583,6,,,
29405,893,28512,15,,,
33473,598,32875,17,,,
31619,10361,21258,17,,,
32925,20876,12049,19,,,
30108,20948,9160,12,,,
25419,3521,21898,12,,,
31807,19602,12205,5,,,
36273,7981,28292,12,,,
33752,3345,30407,6,,,
33164,1222,31942,14,,,
29988,17955,12033,9,,,
27554,21622,5932,18,,,
31581,24849,6732,13,,,
32049,30335,1714,17,,,
23935,14740,9195,8,,,
30040,11155,18885,18,,,
27521,13944,13577,7,,,
33104,19700,13404,17,,,
36017,5851,30166,15,,,
27315,14198,13117,13,,,
31235,20381,10854,9,,,
33727,13816,19911,9,,,
31476,20519,10957,10,,,
29532,25602,3930,16,,,
31641,5463,26178,18,,,
25371,11892,13479,11,,,
33365,17434,15931,23,,,
31603,145,31458,7,,,
20080,11492,8588,5,,,
26845,1547,25298,14,,,
29645,18365,11280,10,,,
31517,25225,6292,12,,,
30217,18459,11758,11,,,
29543,19506,10037,25,,,
29843,28910,933,5,,,
33799,5568,28231,13,,,
25720,18355,7365,19,,,
30087,28109,1978,16,,,
31598,23394,8204,18,,,
27224,10057,17167,17,,,
27627,276,27351,8,,,
32027,29370,2657,16,,,
30421,3634,26787,8,,,
29788,6665,23123,19,,,
34327,13213,21114,13,,,
35903,24973,10930,13,,,
29821,16708,13113,11,,,
25237,17310,7927,14,,,
24227,21002,3225,19,,,
28036,25841,2195,22,,,
29622,24592,5030,14,,,
26403,5334,21069,9,,,
34681,15497,19184,23,,,
21322,15377,5945,11,,,
37646,426,37220,9,,,
27519,2779,24740,8,,,
31842,20726,11116,14,,,
25821,13406,12415,11,,,
23942,17173,6769,8,,,
23431,20702,2729,12,,,
27407,5894,21513,6,,,
33548,28272,5276,5,,,
33382,24661,8721,12,,,
31947,23689,8258,13,,,
35185,33885,1300,13,,,
34969,22959,12010,12,,,
25520,21641,3879,11,,,
30446,16499,13947,18,,,
31380,11635,19745,17,,,
35327,13825,21502,13,,,
27101,914,26187,17,,,
33616,17749,15867,17,,,
33944,8141,25803,9,,,
33739,10995,22744,16,,,
33347,32669,678,9,,,
23174,5844,17330,11,,,
29246,17421,11825,8,,,
35655,29566,6089,19,,,
38066,27962,10104,19,,,
28954,13243,15711,15,,,
25861,5627,20234,8,,,
29812,6263,23549,12,,,
36129,7971,28158,11,,,
27735,7320,20415,14,,,
33139,19328,13811,8,,,
33606,26690,6916,14,,,
31141,30129,1012,7,,,
29789,21634,8155,10,,,
25343,23878,1465,25,,,
27913,8180,19733,11,,,
33017,20324,12693,16,,,
31873,25531,6342,16,,,
31630,25386,6244,22,,,
29483,6190,23293,21,,,
27338,1333,26005,7,,,
31402,19789,11613,15,,,
27391,13660,13731,11,,,
37596,7680,29916,16,,,
29331,12220,17111,10,,,
25666,16433,9233,8,,,
33599,5226,28373,13,,,
31261,11695,19566,12,,,
35569,16057,19512,8,,,
28886,15426,13460,5,,,
22983,12531,10452,18,,,
25054,19073,5981,10,,,
19848,367,19481,10,,,
25136,21704,3432,5,,,
35010,11728,23282,9,,,
19629,3036,16593,12,,,
38248,14933,23315,12,,,
31637,13823,17814,8,,,
32065,17666,14399,10,,,
28567,14762,13805,16,,,
31845,24645,7200,18,,,
31739,21035,10704,18,,,
30404,12896,17508,22,,,
32135,28481,3654,11,,,
29547,17428,12119,12,,,
34218,33982,236,13,,,
31767,16727,15040,15,,,
39190,18414,20776,15,,,
29545,22562,6983,15,,,
31776,17134,14642,7,,,
22806,5839,16967,11,,,
23200,13356,9844,11,,,
23596,19454,4142,19,,,
29760,10978,18782,13,,,
25998,23494,2504,22,,,
33191,6881,26310,11,,,
31627,5796,25831,5,,,
30057,1522,28535,15,,,
21637,16094,5543,11,,,
33484,9440,24044,19,,,
27359,18989,8370,8,,,
27306,7773,19533,19,,,
22084,20305,1779,22,,,
33795,13976,19819,7,,,
27390,2260,25130,15,,,
19786,18454,1332,14,,,
33936,23509,10427,6,,,
29343,11578,17765,11,,,
31208,11195,20013,8,,,
31566,7172,24394,16,,,
34008,32573,1435,12,,,
25641,15210,10431,15,,,
29429,27907,1522,9,,,
29840,11190,18650,14,,,
27626,8218,19408,6,,,
19255,5599,13656,15,,,
27330,25491,1839,7,,,
26991,21944,5047,9,,,
25215,247,24968,18,,,
33680,22025,11655,15,,,
31974,7086,24888,5,,,
25513,12950,12563,9,,,
29659,12938,16721,4,,,
34036,25668,8368,16,,,
29491,2754,26737,15,,,
32346,4377,27969,14,,,
31241,7824,23417,13,,,
30291,13972,16319,15,,,
33871,25890,7981,13,,,
29978,525,29453,12,,,
24276,5764,18512,6,,,
23418,2593,20825,17,,,
25076,8776,16300,15,,,
24315,3597,20718,13,,,
30968,24164,6804,7,,,
27171,8243,18928,13,,,
31238,6738,24500,8,,,
28045,22,28023,11,,,
27857,16033,11824,11,,,
28077,14270,13807,18,,,
26051,24504,1547,13,,,
31562,5722,25840,16,,,
26086,25750,336,25,,,
34089,23071,11018,14,,,
30379,16761,13618,10,,,
27203,6367,20836,10,,,
29833,23501,6332,19,,,
37858,2155,35703,8,,,
21638,21446,192,11,,,
32505,9529,22976,7,,,
29623,24056,5567,12,,,
25863,14519,11344,8,,,
35172,12315,22857,8,,,
33360,4169,29191,17,,,
31194,28960,2234,6,,,
23388,18806,4582,5,,,
31356,25839,5517,17,,,
27054,22465,4589,23,,,
28889,13527,15362,27,,,
24121,13538,10583,11,,,
35019,25912,9107,19,,,
29437,21082,8355,11,,,
25088,9142,15946,9,,,
31293,30326,967,9,,,
33680,1302,32378,16,,,
28064,7526,20538,19,,,
34756,32150,2606,15,,,
36310,17338,18972,11,,,
27571,13742,13829,10,,,
19785,13476,6309,19,,,
29866,15518,14348,18,,,
23321,9705,13616,12,,,
30721,12565,18156,24,,,
37419,18563,18856,20,,,
22812,14472,8340,23,,,
31796,14579,17217,16,,,
31637,16006,15631,20,,,
36033,32641,3392,6,,,
31619,1378,30241,15,,,
25459,4270,21189,17,,,
13635,6374,7261,13,,,
31390,12853,18537,11,,,
21441,3276,18165,21,,,
27631,3158,24473,13,,,
29577,21992,7585,10,,,
29644,15506,14138,17,,,
25816,2882,22934,17,,,
23895,3658,20237,15,,,
25617,478,25139,11,,,
31529,28300,3229,12,,,
25247,18719,6528,12,,,
27443,2476,24967,12,,,
25701,10479,15222,7,,,
33473,11019,22454,9,,,
35246,28435,6811,9,,,
36174,10330,25844,8,,,
33619,14943,18676,16,,,
32459,10108,22351,14,,,
23962,2665,21297,18,,,
31266,11953,19313,19,,,
33559,24601,8958,13,,,
31748,10629,21119,15,,,
28028,11303,16725,7,,,
34125,21589,12536,13,,,
29478,2483,26995,18,,,
36155,28118,8037,16,,,
31534,12905,18629,21,,,
30308,9287,21021,20,,,
29315,22610,6705,9,,,
29179,28545,634,26,,,
23733,18381,5352,11,,,
33799,28507,5292,16,,,
30115,22826,7289,23,,,
33566,32006,1560,11,,,
27485,10740,16745,14,,,
35425,5477,29948,7,,,
29091,20668,8423,10,,,
27489,26989,500,16,,,
27427,13454,13973,10,,,
27943,1452,26491,9,,,
23512,5394,18118,17,,,
26026,1623,24403,10,,,
22183,1087,21096,9,,,
21380,863,20517,7,,,
33080,15553,17527,31,,,
32825,2001,30824,14,,,
23698,4282,19416,14,,,
28130,6145,21985,7,,,
25498,2214,23284,12,,,
35754,32199,3555,13,,,
31536,3708,27828,13,,,
33821,6532,27289,10,,,
29637,12282,17355,10,,,
25773,20836,4937,28,,,
35676,14969,20707,23,,,
29601,22633,6968,6,,,
30980,24879,6101,13,,,
33384,27535,5849,8,,,
33356,21234,12122,14,,,
33886,10221,23665,16,,,
21686,1307,20379,16,,,
25982,17727,8255,9,,,
31530,29771,1759,18,,,
30280,13592,16688,15,,,
25829,8765,17064,9,,,
34436,72,34364,15,,,
36032,35878,154,11,,,
23915,10640,13275,14,,,
25268,21785,3483,20,,,
27150,17488,9662,9,,,
23484,2383,21101,14,,,
29325,1973,27352,18,,,
32093,3128,28965,16,,,
28325,27048,1277,18,,,
35675,4909,30766,12,,,
33674,574,33100,10,,,
34031,17653,16378,22,,,
29204,16994,12210,13,,,
35937,11599,24338,17,,,
33815,32802,1013,13,,,
29904,8952,20952,15,,,
29816,7430,22386,17,,,
31902,29271,2631,14,,,
23666,5372,18294,9,,,
25806,14614,11192,20,,,
36963,5154,31809,23,,,
29988,13334,16654,10,,,
27536,8342,19194,17,,,
33651,21188,12463,14,,,
20903,17759,3144,15,,,
33662,13898,19764,18,,,
30048,24374,5674,15,,,
24418,19162,5256,16,,,
29699,24358,5341,21,,,
29192,20743,8449,13,,,
28114,13714,14400,8,,,
25478,340,25138,14,,,
29611,19606,10005,10,,,
28394,16268,12126,19,,,
26872,4460,22412,20,,,
23236,16896,6340,15,,,
31995,3706,28289,8,,,
26208,21202,5006,13,,,
31251,5080,26171,20,,,
29311,1050,28261,17,,,
31767,1649,30118,9,,,
32044,23781,8263,10,,,
32809,18678,14131,9,,,
32275,27548,4727,13,,,
35020,32038,2982,8,,,
29517,22709,6808,5,,,
28550,7272,21278,16,,,
39594,15625,23969,12,,,
28105,26366,1739,19,,,
29741,17243,12498,19,,,
25623,16551,9072,9,,,
32197,25836,6361,15,,,
30183,23867,6316,26,,,
29354,3060,26294,16,,,
35286,19981,15305,8,,,
31806,28713,3093,14,,,
31294,5570,25724,8,,,
27478,8707,18771,15,,,
35542,28368,7174,19,,,
19171,16436,2735,21,,,
26292,24888,1404,17,,,
30171,1979,28192,12,,,
27778,2840,24938,5,,,
29473,19318,10155,9,,,
37685,3147,34538,5,,,
37758,20961,16797,12,,,
27365,10044,17321,15,,,
33276,12953,20323,11,,,
29550,20090,9460,14,,,
25443,4905,20538,8,,,
25620,3436,22184,6,,,
31167,6520,24647,21,,,
31573,17665,13908,13,,,
33872,28517,5355,9,,,
26766,17856,8910,9,,,
36968,21919,15049,36,,,
29743,26026,3717,15,,,
26771,15220,11551,20,,,
33463,29886,3577,8,,,
39901,7170,32731,20,,,
19019,10811,8208,8,,,
29811,2207,27604,10,,,
27736,6897,20839,8,,,
33955,31191,2764,11,,,
24206,11775,12431,15,,,
21957,6872,15085,20,,,
29177,26290,2887,13,,,
35263,9069,26194,31,,,
30478,12534,17944,21,,,
23910,6952,16958,17,,,
33756,19314,14442,10,,,
30937,22705,8232,24,,,
32024,17822,14202,13,,,
27433,7102,20331,12,,,
29902,11318,18584,22,,,
33256,8590,24666,5,,,
22066,13826,8240,21,,,
23849,6157,17692,12,,,
36918,9807,27111,8,,,
28207,16736,11471,7,,,
33827,28614,5213,11,,,
27637,5163,22474,18,,,
27909,3195,24714,18,,,
27732,10650,17082,20,,,
29422,28205,1217,18,,,
31962,9373,22589,13,,,
25036,23896,1140,19,,,
37589,12987,24602,24,,,
35957,27528,8429,11,,,
23976,15159,8817,15,,,
37558,29547,8011,13,,,
31691,319,31372,12,,,
23468,19954,3514,21,,,
37735,31339,6396,12,,,
39724,25166,14558,4,,,
24138,21127,3011,17,,,
28990,3701,25289,7,,,
27653,26847,806,11,,,
33875,16549,17326,17,,,
33453,18263,15190,19,,,
31532,22874,8658,13,,,
24793,8342,16451,10,,,
24994,5145,19849,8,,,
41974,4395,37579,15,,,
28814,3440,25374,12,,,
27764,24455,3309,11,,,
34842,29238,5604,15,,,
34330,6869,27461,23,,,
36041,35545,496,11,,,
33304,6733,26571,18,,,
30173,3933,26240,21,,,
31778,28860,2918,6,,,
29525,18212,11313,13,,,
31562,17948,13614,13,,,
31675,26018,5657,9,,,
31479,24911,6568,9,,,
26633,22783,3850,13,,,
33957,32644,1313,8,,,
27884,15982,11902,23,,,
30702,643,30059,10,,,
36032,28297,7735,15,,,
31595,30825,770,11,,,
35213,19080,16133,8,,,
30332,23669,6663,10,,,
23288,14231,9057,17,,,
27815,14276,13539,14,,,
32037,25703,6334,21,,,
37923,3740,34183,18,,,
36690,15660,21030,8,,,
29896,27288,2608,14,,,
31146,20029,11117,12,,,
34261,6065,28196,17,,,
26164,21063,5101,6,,,
29452,16168,13284,9,,,
31733,2374,29359,18,,,
25565,8619,16946,16,,,
31422,18143,13279,15,,,
35914,6717,29197,11,,,
29665,7445,22220,5,,,
27770,27491,279,8,,,
34537,22133,12404,20,,,
23739,15201,8538,18,,,
35844,12061,23783,8,,,
25705,13219,12486,5,,,
24055,21205,2850,11,,,
31911,2953,28958,14,,,
21410,19270,2140,20,,,
33045,31477,1568,15,,,
34972,31457,3515,11,,,
29793,29501,292,15,,,
33696,21094,12602,23,,,
32034,11417,20617,15,,,
21503,16303,5200,7,,,
29431,583,28848,4,,,
20799,13415,7384,17,,,
32009,31569,440,15,,,
33590,25164,8426,19,,,
23260,15344,7916,15,,,
23982,8849,15133,14,,,
29509,21197,8312,8,,,
27685,11747,15938,14,,,
27696,19804,7892,10,,,
30810,17831,12979,14,,,
33820,13880,19940,15,,,
31788,1998,29790,20,,,
34147,4787,29360,7,,,
32861,5780,27081,16,,,
21668,726,20942,8,,,
22208,16798,5410,22,,,
28929,7057,21872,12,,,
25568,18727,6841,8,,,
29592,9571,20021,12,,,
33428,20742,12686,14,,,
33908,20640,13268,14,,,
24402,10229,14173,17,,,
29228,16561,12667,17,,,
24546,9763,14783,12,,,
32044,11889,20155,19,,,
31866,1677,30189,9,,,
33053,3137,29916,5,,,
31430,27458,3972,19,,,
31597,27065,4532,14,,,
35297,4554,30743,19,,,
30997,15625,15372,10,,,
33359,11499,21860,6,,,
29445,18525,10920,13,,,
27504,14109,13395,16,,,
27505,3658,23847,19,,,
27502,24489,3013,12,,,
23439,6102,17337,18,,,
31602,30180,1422,20,,,
35734,7358,28376,15,,,
31872,28664,3208,10,,,
33513,14211,19302,8,,,
26290,18757,7533,15,,,
29020,5465,23555,14,,,
31278,21851,9427,21,,,
27989,4588,23401,10,,,
25227,5739,19488,9,,,
19603,9498,10105,22,,,
29637,27849,1788,21,,,
27850,18409,9441,16,,,
31746,19406,12340,9,,,
25324,20589,4735,24,,,
33218,11697,21521,16,,,
28400,16697,11703,17,,,
32988,32468,520,14,,,
25057,7715,17342,9,,,
32090,25954,6136,10,,,
29203,691,28512,21,,,
29761,13423,16338,16,,,
29487,9924,19563,11,,,
29500,742,28758,13,,,
31936,4665,27271,13,,,
33084,24063,9021,5,,,
33154,28569,4585,17,,,
25530,7078,18452,4,,,
19372,14382,4990,15,,,
29186,11000,18186,12,,,
30071,1882,28189,10,,,
29550,14240,15310,15,,,
26049,4634,21415,8,,,
31985,28248,3737,12,,,
27686,18780,8906,11,,,
30103,13978,16125,18,,,
23801,5023,18778,7,,,
24715,13493,11222,20,,,
32048,8345,23703,4,,,
35560,5595,29965,14,,,
25055,1563,23492,13,,,
31608,23671,7937,11,,,
29923,6790,23133,13,,,
33492,9691,23801,14,,,
27178,19315,7863,20,,,
23326,20249,3077,24,,,
35431,18387,17044,21,,,
36484,3927,32557,10,,,
33005,30576,2429,11,,,
25422,11779,13643,19,,,
27263,25440,1823,20,,,
34112,10604,23508,18,,,
33968,14486,19482,11,,,
32744,15785,16959,10,,,
27382,9704,17678,19,,,
27540,24664,2876,16,,,
31858,8794,23064,13,,,
24867,16431,8436,15,,,
29147,414,28733,20,,,
36903,27930,8973,18,,,
33778,11714,22064,16,,,
29933,29188,745,11,,,
27587,22270,5317,12,,,
24244,17427,6817,21,,,
27589,479,27110,8,,,
29865,14822,15043,11,,,
25693,10013,15680,11,,,
26195,25862,333,17,,,
25227,8784,16443,19,,,
27812,15618,12194,16,,,
29599,5726,23873,11,,,
25938,12808,13130,11,,,
31693,4002,27691,14,,,
32166,19843,12323,7,,,
34587,30842,3745,20,,,
25691,4426,21265,14,,,
35654,26335,9319,12,,,
32556,3799,28757,13,,,
31987,6236,25751,16,,,
23546,3528,20018,12,,,
27783,24019,3764,11,,,
24988,18464,6524,5,,,
35214,26351,8863,18,,,
31319,27567,3752,19,,,
27406,681,26725,14,,,
27532,3200,24332,13,,,
33639,3930,29709,8,,,
31786,5663,26123,30,,,
29462,7132,22330,17,,,
29118,26357,2761,15,,,
29679,8292,21387,17,,,
29174,24246,4928,10,,,
25614,9623,15991,19,,,
